2020-06-28 01:14:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (12, 1438) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (827, 1428) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (926, 1428) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1025, 1428) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1124, 1428) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1329) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1230) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1131) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1032) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 933) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 834) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 735) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 636) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 537) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 438) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 339) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 240) for path existence...
2020-06-28 03:48:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 141) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 42) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1089, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (990, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (891, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (792, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (693, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (594, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (495, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (396, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 22) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 121) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 220) for path existence...
2020-06-28 03:48:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 319) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 418) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 517) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 616) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 715) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 701) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 602) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 503) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 404) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 305) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 206) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 107) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 22) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 22) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (179, 22) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (80, 22) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:48:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:48:11 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 04:51:13 [DEBUG]: tt.jointeuclid2ni.probleminstance.EarliestArrivalProblem - The environment consist of boundary and 0 obstacles, with total 12 corners.
2020-06-28 04:51:13 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Constructing the grid-based roadmap. There is 25 points at deflated boundary, 0 points at inflated obstacles and 110 custom points. 
2020-06-28 04:51:13 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Done... |V|=859 |E|=15616
2020-06-28 04:51:17 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - There is 78docks maintaining connectivity
2020-06-28 04:51:17 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 04:51:17 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 141) for path existence...
2020-06-28 04:51:17 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 260) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 379) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 498) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 617) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 736) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 855) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 974) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1093) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1212) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1331) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (141, 1428) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (260, 1428) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1428) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1428) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1309) for path existence...
2020-06-28 04:51:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1190) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1071) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 952) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 969) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1088) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1207) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1326) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (451, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (570, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (689, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (808, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (927, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1046, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1165, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1309) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1190) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1071) for path existence...
2020-06-28 04:51:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 952) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 833) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 714) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 595) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 476) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 357) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 238) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 119) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1069, 22) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (950, 22) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (831, 22) for path existence...
2020-06-28 04:51:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (712, 22) for path existence...
